created_at,updated_at,extras,id,name,parent_id,jurisdiction_id,classification,sources,links,other_names
2025-01-30 02:06:37.172225+00:00,2025-02-21 19:43:19.983004+00:00,{},ocd-organization/d594c425-6453-431d-bd78-57968cdcdd88,Armed Services Committee Seapower,ocd-organization/489cee51-5645-57a5-82e9-f845791d677d,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Armed Services Committee Seapower', 'end_date': '', 'start_date': ''}, {'name': 'Senate Armed Services Committee Seapower Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Armed Services Committee Seapower', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:36.924377+00:00,2025-02-21 19:43:20.149813+00:00,{},ocd-organization/94cd0e77-adb1-4506-8241-f212819f5cca,Armed Services Committee Emerging Threats and Capabilities,ocd-organization/489cee51-5645-57a5-82e9-f845791d677d,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Armed Services Committee Emerging Threats and Capabilities', 'end_date': '', 'start_date': ''}, {'name': 'Senate Armed Services Committee Emerging Threats and Capabilities Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Armed Services Committee Emerging Threats and Capabilities', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:36.622163+00:00,2025-02-21 19:43:20.319812+00:00,{},ocd-organization/8eef57a2-6059-490a-abeb-c449a080e8ec,Armed Services Committee Personnel,ocd-organization/489cee51-5645-57a5-82e9-f845791d677d,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Armed Services Committee Personnel', 'end_date': '', 'start_date': ''}, {'name': 'Senate Armed Services Committee Personnel Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Armed Services Committee Personnel', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:37.363418+00:00,2025-02-21 19:43:20.379763+00:00,{},ocd-organization/c29fe807-19f8-4931-819b-93059cbde841,Armed Services Committee Strategic Forces,ocd-organization/489cee51-5645-57a5-82e9-f845791d677d,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Armed Services Committee Strategic Forces', 'end_date': '', 'start_date': ''}, {'name': 'Senate Armed Services Committee Strategic Forces Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Armed Services Committee Strategic Forces', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:51.858477+00:00,2025-02-21 19:43:20.941574+00:00,{},ocd-organization/311e32c2-5f17-4e2d-8692-c600c0216ab8,Budget Committee Oversight Task Force,ocd-organization/c9d6f979-7b13-5541-b8cd-58eab4eb60ed,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'House Budget Committee Oversight Task Force', 'end_date': '', 'start_date': ''}, {'name': 'House Budget Committee Oversight Task Force Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Budget Committee Oversight Task Force', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:48.649517+00:00,2025-03-11 02:42:40.099181+00:00,{},ocd-organization/547ff6e3-09fa-4e7f-8cad-48fbae34aade,"Science, Space and Technology Committee Energy",ocd-organization/3784e5c7-f164-569f-b164-2accdc099783,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://science.house.gov/subcommittee-energy', 'note': ''}]","[{'url': 'https://science.house.gov/subcommittee-energy', 'note': ''}]","[{'name': 'House Science, Space and Technology Committee Energy', 'end_date': '', 'start_date': ''}, {'name': 'House Science, Space and Technology Committee Energy Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Science, Space and Technology Committee Energy', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:58.246839+00:00,2025-02-21 19:43:21.358491+00:00,{},ocd-organization/0c2a91fe-46ba-407d-a23c-26cbbd96b1e5,"Science, Space and Technology Committee Research and Technology",ocd-organization/3784e5c7-f164-569f-b164-2accdc099783,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://science.house.gov/subcommittee-research-technology', 'note': ''}]","[{'url': 'https://science.house.gov/subcommittee-research-technology', 'note': ''}]","[{'name': 'House Science, Space and Technology Committee Research and Technology', 'end_date': '', 'start_date': ''}, {'name': 'House Science, Space and Technology Committee Research and Technology Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Science, Space and Technology Committee Research and Technology', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:58.325436+00:00,2025-02-21 19:43:21.456658+00:00,{},ocd-organization/99ec55de-bdc3-40fe-8fb7-efa09b5eba53,"Science, Space and Technology Committee Space and Aeronautics",ocd-organization/3784e5c7-f164-569f-b164-2accdc099783,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://science.house.gov/subcommittee-space-aeronautics', 'note': ''}]","[{'url': 'https://science.house.gov/subcommittee-space-aeronautics', 'note': ''}]","[{'name': 'House Science, Space and Technology Committee Space and Aeronautics', 'end_date': '', 'start_date': ''}, {'name': 'House Science, Space and Technology Committee Space and Aeronautics Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Science, Space and Technology Committee Space and Aeronautics', 'end_date': '', 'start_date': ''}]"
2021-07-19 16:53:42.037412+00:00,2025-03-21 20:46:59.581142+00:00,"{'type': 'house', 'phone': '(202) 226-8417', 'address': '176 FHOB; Washington, DC 20515-6480'}",ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,Homeland Security,ocd-organization/24af4233-d9b5-5933-91b2-51d29f721037,ocd-jurisdiction/country:us/government,committee,"[{'url': 'https://homeland.house.gov', 'note': ''}, {'url': 'https://republicans-homeland.house.gov', 'note': ''}, {'url': 'https://unitedstates.github.io/', 'note': ''}]","[{'url': 'https://homeland.house.gov', 'note': ''}, {'url': 'https://homeland.house.gov/', 'note': 'homepage'}, {'url': 'https://republicans-homeland.house.gov', 'note': ''}, {'url': 'https://republicans-homeland.house.gov/', 'note': 'homepage'}]","[{'name': 'House Committee on Homeland Security', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee', 'end_date': '', 'start_date': ''}]"
2021-07-19 16:53:41.794144+00:00,2025-03-11 02:42:28.642707+00:00,"{'type': 'house', 'phone': '(202) 225-3625', 'address': '1139 LHOB; Washington, DC 20515-6348'}",ocd-organization/d967b173-e5a0-5585-95fc-b619b1a11e49,Ways and Means,ocd-organization/24af4233-d9b5-5933-91b2-51d29f721037,ocd-jurisdiction/country:us/government,committee,"[{'url': 'https://gop-waysandmeans.house.gov', 'note': ''}, {'url': 'https://unitedstates.github.io/', 'note': ''}, {'url': 'https://waysandmeans.house.gov', 'note': ''}]","[{'url': 'https://gop-waysandmeans.house.gov', 'note': ''}, {'url': 'https://gop-waysandmeans.house.gov/', 'note': 'homepage'}, {'url': 'https://waysandmeans.house.gov', 'note': ''}, {'url': 'https://waysandmeans.house.gov/', 'note': 'homepage'}]","[{'name': 'House Committee on Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'House Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'House Ways and Means Committee', 'end_date': '', 'start_date': ''}]"
2021-07-19 16:53:41.373545+00:00,2025-03-11 02:42:30.534965+00:00,"{'type': 'house', 'phone': '(202) 225-2771', 'address': 'H307 CAPITOL; Washington, DC 20515-6015'}",ocd-organization/e97797e3-ac17-54b4-9e82-7dfd666af6d9,Appropriations,ocd-organization/24af4233-d9b5-5933-91b2-51d29f721037,ocd-jurisdiction/country:us/government,committee,"[{'url': 'https://appropriations.house.gov', 'note': ''}, {'url': 'https://republicans-appropriations.house.gov', 'note': ''}, {'url': 'https://unitedstates.github.io/', 'note': ''}]","[{'url': 'https://appropriations.house.gov', 'note': ''}, {'url': 'https://appropriations.house.gov/', 'note': 'homepage'}, {'url': 'https://republicans-appropriations.house.gov', 'note': ''}, {'url': 'https://republicans-appropriations.house.gov/', 'note': 'homepage'}]","[{'name': 'House Appropriations', 'end_date': '', 'start_date': ''}, {'name': 'House Appropriations Committee', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Appropriations', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:56.906470+00:00,2025-02-21 19:43:24.650876+00:00,{},ocd-organization/6916c86a-1649-4250-a7e3-10e2daffbbea,Armed Services Committee Strategic Forces,ocd-organization/8e78273f-4c90-588c-8beb-06c815e8e64d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14897', 'note': ''}]","[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14897', 'note': ''}]","[{'name': 'House Armed Services Committee Strategic Forces', 'end_date': '', 'start_date': ''}, {'name': 'House Armed Services Committee Strategic Forces Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Armed Services Committee Strategic Forces', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:57.117823+00:00,2025-02-21 19:43:24.759089+00:00,{},ocd-organization/431f7f50-bf24-4722-a34c-683bd81d58e3,Armed Services Committee Readiness,ocd-organization/8e78273f-4c90-588c-8beb-06c815e8e64d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14895', 'note': ''}]","[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14895', 'note': ''}]","[{'name': 'House Armed Services Committee Readiness', 'end_date': '', 'start_date': ''}, {'name': 'House Armed Services Committee Readiness Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Armed Services Committee Readiness', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:26.897649+00:00,2025-02-21 19:43:24.864220+00:00,{},ocd-organization/6f864197-6334-4ff2-838b-636b7c8f0b0d,"Armed Services Committee Cyber, Information Technologies and Innovation",ocd-organization/8e78273f-4c90-588c-8beb-06c815e8e64d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14892', 'note': ''}]","[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14892', 'note': ''}]","[{'name': 'House Armed Services Committee Cyber, Information Technologies and Innovation', 'end_date': '', 'start_date': ''}, {'name': 'House Armed Services Committee Cyber, Information Technologies and Innovation Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Armed Services Committee Cyber, Information Technologies and Innovation', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:57.213394+00:00,2025-02-21 19:43:25.090839+00:00,{},ocd-organization/12fa025c-fbd9-4ca6-bf9e-745d5e07ca4e,Armed Services Committee Seapower and Projection Forces,ocd-organization/8e78273f-4c90-588c-8beb-06c815e8e64d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14896', 'note': ''}, {'url': 'https://democrats-armedservices.house.gov/seapowerandprojectionforces', 'note': ''}]","[{'url': 'https://armedservices.house.gov/subcommittees/subcommittee/default.aspx?IssueID=14896', 'note': ''}, {'url': 'https://democrats-armedservices.house.gov/seapowerandprojectionforces', 'note': ''}]","[{'name': 'House Armed Services Committee Seapower and Projection Forces', 'end_date': '', 'start_date': ''}, {'name': 'House Armed Services Committee Seapower and Projection Forces Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Armed Services Committee Seapower and Projection Forces', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:32.504343+00:00,2025-02-21 19:43:25.254411+00:00,{},ocd-organization/80de32b4-13c4-4e3d-afb8-4b93a6d020c8,Administration Committee Modernization and Innovation,ocd-organization/c4a363ef-70eb-50b5-afed-c6b162a1b00b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://cha.house.gov/modernization', 'note': ''}]","[{'url': 'https://cha.house.gov/modernization', 'note': ''}]","[{'name': 'House Administration Committee Modernization and Innovation', 'end_date': '', 'start_date': ''}, {'name': 'House Administration Committee Modernization and Innovation Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Administration Committee Modernization and Innovation', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:30.853262+00:00,2025-02-21 19:43:25.365893+00:00,{},ocd-organization/637ed996-9b07-4b9a-b49e-ac0a89c3ae32,Administration Committee Elections,ocd-organization/c4a363ef-70eb-50b5-afed-c6b162a1b00b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://cha.house.gov/elections', 'note': ''}]","[{'url': 'https://cha.house.gov/elections', 'note': ''}]","[{'name': 'House Administration Committee Elections', 'end_date': '', 'start_date': ''}, {'name': 'House Administration Committee Elections Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Administration Committee Elections', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:59.495990+00:00,2025-02-21 19:43:25.736464+00:00,{},ocd-organization/835c437f-8fed-4b9f-ae49-d02c654c210d,Homeland Security and Governmental Affairs Committee Permanent Subcommittee on Investigations,ocd-organization/d49e3a38-0b00-5f65-a060-65a0f5c1541d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.hsgac.senate.gov/subcommittees/investigations', 'note': ''}]","[{'url': 'https://www.hsgac.senate.gov/subcommittees/investigations', 'note': ''}]","[{'name': 'Senate Homeland Security and Governmental Affairs Committee Permanent Subcommittee on Investigations', 'end_date': '', 'start_date': ''}, {'name': 'Senate Homeland Security and Governmental Affairs Committee Permanent Subcommittee on Investigations Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Homeland Security and Governmental Affairs Committee Permanent Subcommittee on Investigations', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:51.391825+00:00,2025-04-24 03:01:25.077516+00:00,{},ocd-organization/77d7ea83-c726-42e6-863f-e932bf20bac6,"Small Business Committee Oversight, Investigations and Regulations",ocd-organization/d8493969-3cc2-560c-81f6-b2093487656d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71808', 'note': ''}]","[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71808', 'note': ''}]","[{'name': 'House Small Business Committee Oversight, Investigations and Regulations', 'end_date': '', 'start_date': ''}, {'name': 'House Small Business Committee Oversight, Investigations and Regulations Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Small Business Committee Oversight, Investigations and Regulations', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:45.049347+00:00,2025-04-24 03:01:25.256962+00:00,{},ocd-organization/b81a0e88-7cb0-403c-931d-5053d3dafa2c,Small Business Committee Contracting and Infrastructure,ocd-organization/d8493969-3cc2-560c-81f6-b2093487656d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71810', 'note': ''}]","[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71810', 'note': ''}]","[{'name': 'House Small Business Committee Contracting and Infrastructure', 'end_date': '', 'start_date': ''}, {'name': 'House Small Business Committee Contracting and Infrastructure Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Small Business Committee Contracting and Infrastructure', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:45.688058+00:00,2025-04-24 03:01:24.804643+00:00,{},ocd-organization/4d5f54a4-4d2a-4153-9b1c-881aecfa4812,"Small Business Committee Innovation, Entrepreneurship and Workforce Development",ocd-organization/d8493969-3cc2-560c-81f6-b2093487656d,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71811', 'note': ''}]","[{'url': 'https://smallbusiness.house.gov/subcommittees/subcommittee/default.aspx?SubcommitteeID=71811', 'note': ''}]","[{'name': 'House Small Business Committee Innovation, Entrepreneurship and Workforce Development', 'end_date': '', 'start_date': ''}, {'name': 'House Small Business Committee Innovation, Entrepreneurship and Workforce Development Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Small Business Committee Innovation, Entrepreneurship and Workforce Development', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:07:00.579845+00:00,2025-02-21 19:43:26.440386+00:00,{},ocd-organization/b75a4375-34a3-426c-9b70-3375ddb57ee9,Veterans' Affairs Committee Economic Opportunity,ocd-organization/e1f71de3-5f9e-5a0c-b11a-6d2230165dfd,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117991', 'note': ''}]","[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117991', 'note': ''}]","[{'name': ""House Subcommittee on Veterans' Affairs Committee Economic Opportunity"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Economic Opportunity"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Economic Opportunity Subcommittee"", 'end_date': '', 'start_date': ''}]"
2025-01-30 02:07:00.652943+00:00,2025-02-21 19:43:26.666877+00:00,{},ocd-organization/b557ae06-22cf-4a5c-8426-5cbea455e76f,Veterans' Affairs Committee Oversight and Investigations,ocd-organization/e1f71de3-5f9e-5a0c-b11a-6d2230165dfd,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117993', 'note': ''}]","[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117993', 'note': ''}]","[{'name': ""House Subcommittee on Veterans' Affairs Committee Oversight and Investigations"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Oversight and Investigations"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Oversight and Investigations Subcommittee"", 'end_date': '', 'start_date': ''}]"
2025-01-30 02:07:00.476201+00:00,2025-02-21 19:43:26.764942+00:00,{},ocd-organization/398f9437-2f2b-482e-8200-64f95bd1dd82,Veterans' Affairs Committee Disability Assistance and Memorial Affairs,ocd-organization/e1f71de3-5f9e-5a0c-b11a-6d2230165dfd,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117990', 'note': ''}]","[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117990', 'note': ''}]","[{'name': ""House Subcommittee on Veterans' Affairs Committee Disability Assistance and Memorial Affairs"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Disability Assistance and Memorial Affairs"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Disability Assistance and Memorial Affairs Subcommittee"", 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:50.609957+00:00,2025-04-24 03:01:32.521504+00:00,{},ocd-organization/dcf4d1fa-0b9a-48ff-a3ef-94df8d79821d,Transportation and Infrastructure Committee Water Resources and Environment,ocd-organization/b6f15ea7-32e1-50e2-9310-f3e8b6f1cc0b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://transportation.house.gov/subcommittees/subcommittee/?ID=107422', 'note': ''}]","[{'url': 'https://transportation.house.gov/subcommittees/subcommittee/?ID=107422', 'note': ''}]","[{'name': 'House Subcommittee on Transportation and Infrastructure Committee Water Resources and Environment', 'end_date': '', 'start_date': ''}, {'name': 'House Transportation and Infrastructure Committee Water Resources and Environment', 'end_date': '', 'start_date': ''}, {'name': 'House Transportation and Infrastructure Committee Water Resources and Environment Subcommittee', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:41.071264+00:00,2025-04-24 03:01:36.887350+00:00,{},ocd-organization/772268be-1ddc-47f1-8ed8-66a2a868eaec,"Education and the Workforce Committee Health, Employment, Labor and Pensions",ocd-organization/bcc3f01c-98f0-587d-9730-ff20d286f993,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://edworkforce.house.gov/issues/issue/?IssueID=43422', 'note': ''}]","[{'url': 'https://edworkforce.house.gov/issues/issue/?IssueID=43422', 'note': ''}]","[{'name': 'House Education and the Workforce Committee Health, Employment, Labor and Pensions', 'end_date': '', 'start_date': ''}, {'name': 'House Education and the Workforce Committee Health, Employment, Labor and Pensions Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Education and the Workforce Committee Health, Employment, Labor and Pensions', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:30.632563+00:00,2025-03-18 02:53:42.163744+00:00,{},ocd-organization/b7abf92e-83b6-4d23-b5d7-b619ddd483ce,Homeland Security Committee Border Security and Enforcement,ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://homeland.house.gov/border-security-facilitation-and-operations', 'note': ''}]","[{'url': 'https://homeland.house.gov/border-security-facilitation-and-operations', 'note': ''}]","[{'name': 'House Homeland Security Committee Border Security and Enforcement', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee Border Security and Enforcement Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Homeland Security Committee Border Security and Enforcement', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:29.516760+00:00,2025-03-11 02:42:33.747859+00:00,{},ocd-organization/2c071e81-3fe4-41f4-a820-e1d27363b36d,Homeland Security Committee Cybersecurity and Infrastructure Protection,ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://homeland.house.gov/cybersecurity-infrastructure-protection-and-innovation', 'note': ''}]","[{'url': 'https://homeland.house.gov/cybersecurity-infrastructure-protection-and-innovation', 'note': ''}]","[{'name': 'House Homeland Security Committee Cybersecurity and Infrastructure Protection', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee Cybersecurity and Infrastructure Protection Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Homeland Security Committee Cybersecurity and Infrastructure Protection', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:57.719348+00:00,2025-02-21 19:43:28.278832+00:00,{},ocd-organization/a34ad8ed-cc7c-4a40-8756-018422f85c32,Homeland Security Committee Emergency Management and Technology,ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://homeland.house.gov/emergency-preparedness-response-and-recovery', 'note': ''}]","[{'url': 'https://homeland.house.gov/emergency-preparedness-response-and-recovery', 'note': ''}]","[{'name': 'House Homeland Security Committee Emergency Management and Technology', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee Emergency Management and Technology Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Homeland Security Committee Emergency Management and Technology', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:57.803061+00:00,2025-04-05 02:47:19.260485+00:00,{},ocd-organization/266df71a-b790-4f8d-9ad2-970e3a8f4b63,"Homeland Security Committee Oversight, Investigations and Accountability",ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://homeland.house.gov/oversight-management-and-accountability', 'note': ''}]","[{'url': 'https://homeland.house.gov/oversight-management-and-accountability', 'note': ''}]","[{'name': 'House Homeland Security Committee Oversight, Investigations and Accountability', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee Oversight, Investigations and Accountability Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Homeland Security Committee Oversight, Investigations and Accountability', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:31.487000+00:00,2025-02-21 19:43:28.670673+00:00,{},ocd-organization/253cdac6-ac81-4195-bbbf-b2eeb9637d6e,Judiciary Committee Intellectual Property,ocd-organization/ce26da14-0de0-5fc4-8cd9-279b6e2eac81,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Judiciary Committee Intellectual Property', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Intellectual Property Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Intellectual Property', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:39.636622+00:00,2025-02-21 19:43:28.865376+00:00,{},ocd-organization/6e79d384-c4a3-4449-9af1-421e6e1416b5,"Judiciary Committee Privacy, Technology and the Law",ocd-organization/ce26da14-0de0-5fc4-8cd9-279b6e2eac81,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Judiciary Committee Privacy, Technology and the Law', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Privacy, Technology and the Law Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Privacy, Technology and the Law', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:31.890796+00:00,2025-02-21 19:43:28.962696+00:00,{},ocd-organization/e66ccd0f-1692-41e4-82de-46403c541895,"Judiciary Committee Competition Policy, Antitrust and Consumer Rights",ocd-organization/ce26da14-0de0-5fc4-8cd9-279b6e2eac81,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Judiciary Committee Competition Policy, Antitrust and Consumer Rights', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Competition Policy, Antitrust and Consumer Rights Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Competition Policy, Antitrust and Consumer Rights', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:31.103857+00:00,2025-02-21 19:43:29.059493+00:00,{},ocd-organization/f027a202-a8e6-4999-9458-8ea86ded627a,Judiciary Committee Border Security and Immigration,ocd-organization/ce26da14-0de0-5fc4-8cd9-279b6e2eac81,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Judiciary Committee Immigration, Citizenship and Border Safety', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Border Security and Immigration', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Border Security and Immigration Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Immigration, Citizenship and Border Safety', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Immigration, Citizenship and Border Safety Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Border Security and Immigration', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Immigration, Citizenship and Border Safety', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:31.691227+00:00,2025-02-21 19:43:29.157805+00:00,{},ocd-organization/e4cde1ad-77d1-451c-b552-80a90179dcdc,Judiciary Committee Crime and Counterterrorism,ocd-organization/ce26da14-0de0-5fc4-8cd9-279b6e2eac81,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Judiciary Committee Criminal Justice and Counterterrorism', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Crime and Counterterrorism', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Crime and Counterterrorism Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Criminal Justice and Counterterrorism', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee Criminal Justice and Counterterrorism Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Crime and Counterterrorism', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Judiciary Committee Criminal Justice and Counterterrorism', 'end_date': '', 'start_date': ''}]"
